premises,target_sentence,item_id,context,target,brace,condition,task_id,critical,sentence_surprisal,wieder_surprisal,word_surprisal,critical_surprisal
Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.",2,ai,bii,1,neutral,5,gemacht,131.0,11.375,"[('Vor', 10.8125), ('einer', 8.8125), ('Woche', 4.0625), ('hat', 1.9453125), ('Timo', 9.5625), ('wieder', 11.375), ('ein', 2.9375), ('schönes', 0.1455078125), ('Geschenk', 0.007781982421875), ('gemacht', 8.875), (',', 5.6875), ('weil', 8.375), ('er', 3.171875), ('bei', 8.3125), ('einer', 4.75), ('Wichtelaktion', 26.21484375), ('mitgemacht', 15.21484375), ('hat', 0.609375), ('.', 0.486328125)]",8.875
Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.",2,ai,bii,2,positive,5,gemacht,123.5,13.5,"[('Vor', 10.8125), ('einer', 8.8125), ('Woche', 4.0625), ('hat', 1.9453125), ('Linda', 0.08251953125), ('wieder', 13.5), ('ein', 2.6875), ('schönes', 0.12451171875), ('Geschenk', -0.0), ('gemacht', 9.0), (',', 5.4375), ('weil', 7.5625), ('sie', 4.25), ('bei', 6.46875), ('einer', 4.59375), ('Wichtelaktion', 27.09375), ('mitgemacht', 16.041015625), ('hat', 0.8515625), ('.', 0.384765625)]",9.0
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.",2,aii,bi,1,neutral,6,empfangen,135.0,13.25,"[('Vor', 11.25), ('einer', 8.1875), ('Woche', 3.9375), ('hat', 0.953125), ('Timo', -0.0), ('wieder', 13.25), ('ein', 3.375), ('schönes', 0.0966796875), ('Geschenk', 0.007781982421875), ('empfangen', 15.828125), (',', 6.4375), ('weil', 7.03125), ('er', 4.09375), ('bei', 8.125), ('einer', 5.40625), ('Wichtelaktion', 26.84375), ('mitgemacht', 17.59375), ('hat', 0.796875), ('.', 1.8046875)]",15.828125
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.",2,aii,bi,2,positive,6,empfangen,134.0,9.875,"[('Vor', 11.25), ('einer', 8.1875), ('Woche', 3.9375), ('hat', 0.953125), ('Linda', 11.9375), ('wieder', 9.875), ('ein', 3.4375), ('schönes', 8.669921875), ('Geschenk', 0.0155029296875), ('empfangen', 12.7265625), (',', 4.8125), ('weil', 5.4375), ('sie', 2.6875), ('bei', 6.59375), ('einer', 4.65625), ('Wichtelaktion', 23.625), ('mitgemacht', 14.9375), ('hat', 0.431640625), ('.', 0.19140625)]",12.7265625
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.",2,aii,bii,1,positive,7,gemacht,125.0,13.25,"[('Vor', 11.25), ('einer', 8.1875), ('Woche', 3.9375), ('hat', 0.953125), ('Timo', -0.0), ('wieder', 13.25), ('ein', 3.375), ('schönes', 0.0966796875), ('Geschenk', 0.007781982421875), ('gemacht', 8.8125), (',', 5.875), ('weil', 7.15625), ('er', 3.3125), ('bei', 8.375), ('einer', 4.75), ('Wichtelaktion', 28.40625), ('mitgemacht', 14.8280029296875), ('hat', 1.1015625), ('.', 1.2578125)]",8.8125
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.",2,aii,bii,2,neutral,7,gemacht,126.5,9.875,"[('Vor', 11.25), ('einer', 8.1875), ('Woche', 3.9375), ('hat', 0.953125), ('Linda', 11.9375), ('wieder', 9.875), ('ein', 3.4375), ('schönes', 8.669921875), ('Geschenk', 0.0155029296875), ('gemacht', 7.65625), (',', 4.28125), ('weil', 5.65625), ('sie', 3.0), ('bei', 6.34375), ('einer', 3.5625), ('Wichtelaktion', 22.90625), ('mitgemacht', 12.5029296875), ('hat', 1.1484375), ('.', 0.9453125)]",7.65625
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gehört, als sie bei einer Freundin daheim war.",3,ai,bi,1,neutral,8,gehört,100.0,10.8125,"[('Vor', 8.0625), ('drei', 9.875), ('Wochen', 4.46875), ('hat', 0.6796875), ('Linda', 0.15234375), ('wieder', 10.8125), ('ein', 3.5625), ('selbstgeschriebenes', 3.03271484375), ('Lied', 0.0155029296875), ('gehört', 11.1875), (',', 2.28125), ('als', 6.5), ('sie', 3.390625), ('bei', 4.90625), ('einer', 3.84375), ('Freundin', 4.9814453125), ('daheim', 18.9375), ('war', 1.859375), ('.', 1.625)]",11.1875
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gehört, als er bei einer Freundin daheim war.",3,ai,bi,2,positive,8,gehört,110.5,7.625,"[('Vor', 8.0625), ('drei', 9.875), ('Wochen', 4.46875), ('hat', 0.6796875), ('Thorsten', 12.15625), ('wieder', 7.625), ('ein', 3.96875), ('selbstgeschriebenes', 3.49755859375), ('Lied', 0.023193359375), ('gehört', 11.0625), (',', 2.5), ('als', 6.5625), ('er', 2.25), ('bei', 5.34375), ('einer', 4.15625), ('Freundin', 5.68359375), ('daheim', 19.0), ('war', 2.265625), ('.', 1.453125)]",11.0625
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gesungen, als sie bei einer Freundin daheim war.",3,ai,bii,1,positive,9,gesungen,100.0,10.8125,"[('Vor', 8.0625), ('drei', 9.875), ('Wochen', 4.46875), ('hat', 0.6796875), ('Linda', 0.15234375), ('wieder', 10.8125), ('ein', 3.5625), ('selbstgeschriebenes', 3.03271484375), ('Lied', 0.0155029296875), ('gesungen', 7.600830078125), (',', 5.0), ('als', 6.625), ('sie', 2.9375), ('bei', 4.78125), ('einer', 3.9375), ('Freundin', 5.3251953125), ('daheim', 20.25), ('war', 1.4375), ('.', 1.21875)]",7.600830078125
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gesungen, als er bei einer Freundin daheim war.",3,ai,bii,2,neutral,9,gesungen,111.0,7.625,"[('Vor', 8.0625), ('drei', 9.875), ('Wochen', 4.46875), ('hat', 0.6796875), ('Thorsten', 12.15625), ('wieder', 7.625), ('ein', 3.96875), ('selbstgeschriebenes', 3.49755859375), ('Lied', 0.023193359375), ('gesungen', 7.53662109375), (',', 5.125), ('als', 7.625), ('er', 1.8359375), ('bei', 5.65625), ('einer', 4.5), ('Freundin', 5.7578125), ('daheim', 19.4375), ('war', 1.7734375), ('.', 1.15625)]",7.53662109375
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gehört, als sie bei einer Freundin daheim war.",3,aii,bi,1,positive,10,gehört,129.0,9.8125,"[('Vor', 9.3125), ('drei', 13.875), ('Wochen', 6.0625), ('hat', 1.4921875), ('Linda', 11.4375), ('wieder', 9.8125), ('ein', 3.484375), ('selbstgeschriebenes', 1.510223388671875), ('Lied', -0.0), ('gehört', 11.625), (',', 4.3125), ('als', 8.3125), ('sie', 3.71875), ('bei', 6.5625), ('einer', 4.46875), ('Freundin', 10.34375), ('daheim', 19.6875), ('war', 2.0), ('.', 0.75390625)]",11.625
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gehört, als er bei einer Freundin daheim war.",3,aii,bi,2,neutral,10,gehört,124.5,8.0,"[('Vor', 9.3125), ('drei', 13.875), ('Wochen', 6.0625), ('hat', 1.4921875), ('Thorsten', 0.736328125), ('wieder', 8.0), ('ein', 3.375), ('selbstgeschriebenes', 2.228485107421875), ('Lied', -0.0), ('gehört', 12.3125), (',', 4.0625), ('als', 7.25), ('er', 3.1875), ('bei', 6.6875), ('einer', 4.25), ('Freundin', 9.828125), ('daheim', 25.3125), ('war', 5.5625), ('.', 1.015625)]",12.3125
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gesungen, als sie bei einer Freundin daheim war.",3,aii,bii,1,neutral,11,gesungen,127.5,9.8125,"[('Vor', 9.3125), ('drei', 13.875), ('Wochen', 6.0625), ('hat', 1.4921875), ('Linda', 11.4375), ('wieder', 9.8125), ('ein', 3.484375), ('selbstgeschriebenes', 1.510223388671875), ('Lied', -0.0), ('gesungen', 7.0467529296875), (',', 6.625), ('als', 7.6875), ('sie', 3.484375), ('bei', 6.09375), ('einer', 4.9375), ('Freundin', 10.265625), ('daheim', 21.0625), ('war', 2.90625), ('.', 0.52734375)]",7.0467529296875
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gesungen, als er bei einer Freundin daheim war.",3,aii,bii,2,positive,11,gesungen,116.5,8.0,"[('Vor', 9.3125), ('drei', 13.875), ('Wochen', 6.0625), ('hat', 1.4921875), ('Thorsten', 0.736328125), ('wieder', 8.0), ('ein', 3.375), ('selbstgeschriebenes', 2.228485107421875), ('Lied', -0.0), ('gesungen', 7.0155029296875), (',', 6.625), ('als', 6.875), ('er', 3.296875), ('bei', 6.34375), ('einer', 4.34375), ('Freundin', 7.626953125), ('daheim', 23.4375), ('war', 5.25), ('.', 0.78125)]",7.0155029296875
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose bekommen, als sie zu einem Date verabredet war.",4,ai,bi,1,neutral,12,bekommen,155.0,11.5625,"[('Vor', 11.0), ('vier', 15.875), ('Tagen', 9.875), ('hat', 4.375), ('Linda', 2.578125), ('wieder', 11.5625), ('eine', 4.65625), ('rote', 0.158203125), ('Rose', 1.1015625), ('bekommen', 11.375), (',', 7.40625), ('als', 11.625), ('sie', 6.53125), ('zu', 7.25), ('einem', 5.4375), ('Date', 9.9375), ('verabredet', 29.6875), ('war', 3.765625), ('.', 0.75390625)]",11.375
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose bekommen, als er zu einem Date verabredet war.",4,ai,bi,2,positive,12,bekommen,144.0,8.9375,"[('Vor', 11.0), ('vier', 15.875), ('Tagen', 9.875), ('hat', 4.375), ('Karl', 9.0), ('wieder', 8.9375), ('eine', 4.0625), ('rote', 0.2353515625), ('Rose', 1.625), ('bekommen', 11.5), (',', 7.875), ('als', 12.875), ('er', 2.8125), ('zu', 10.0), ('einem', 2.21875), ('Date', 9.5), ('verabredet', 19.75), ('war', 2.03125), ('.', 0.40625)]",11.5
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.",4,ai,bii,1,positive,13,vergeben,145.0,11.5625,"[('Vor', 11.0), ('vier', 15.875), ('Tagen', 9.875), ('hat', 4.375), ('Linda', 2.578125), ('wieder', 11.5625), ('eine', 4.65625), ('rote', 0.158203125), ('Rose', 1.1015625), ('vergeben', 17.28125), (',', 10.1875), ('als', 10.25), ('sie', 4.6875), ('zu', 7.75), ('einem', 4.125), ('Date', 9.5625), ('verabredet', 15.21875), ('war', 4.03125), ('.', 0.61328125)]",17.28125
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose vergeben, als er zu einem Date verabredet war.",4,ai,bii,2,neutral,13,vergeben,145.0,8.9375,"[('Vor', 11.0), ('vier', 15.875), ('Tagen', 9.875), ('hat', 4.375), ('Karl', 9.0), ('wieder', 8.9375), ('eine', 4.0625), ('rote', 0.2353515625), ('Rose', 1.625), ('vergeben', 14.5625), (',', 9.6875), ('als', 9.75), ('er', 3.46875), ('zu', 10.0), ('einem', 4.59375), ('Date', 8.125), ('verabredet', 15.3203125), ('war', 4.1875), ('.', 0.71484375)]",14.5625
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose bekommen, als sie zu einem Date verabredet war.",4,aii,bi,1,positive,14,bekommen,156.0,12.5625,"[('Vor', 11.875), ('vier', 15.1875), ('Tagen', 11.3125), ('hat', 5.46875), ('Linda', 8.8125), ('wieder', 12.5625), ('eine', 5.0), ('rote', 0.58984375), ('Rose', 2.71875), ('bekommen', 10.875), (',', 6.875), ('als', 13.0), ('sie', 5.34375), ('zu', 9.5), ('einem', 2.6875), ('Date', 9.0), ('verabredet', 21.890625), ('war', 2.640625), ('.', 0.6015625)]",10.875
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose bekommen, als er zu einem Date verabredet war.",4,aii,bi,2,neutral,14,bekommen,141.0,12.375,"[('Vor', 11.875), ('vier', 15.1875), ('Tagen', 11.3125), ('hat', 5.46875), ('Karl', 0.466796875), ('wieder', 12.375), ('eine', 4.25), ('rote', 0.216796875), ('Rose', 3.421875), ('bekommen', 11.1875), (',', 7.28125), ('als', 10.625), ('er', 2.03125), ('zu', 10.125), ('einem', 2.78125), ('Date', 8.375), ('verabredet', 20.79296875), ('war', 2.84375), ('.', 0.58203125)]",11.1875
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.",4,aii,bii,1,neutral,15,vergeben,157.0,12.5625,"[('Vor', 11.875), ('vier', 15.1875), ('Tagen', 11.3125), ('hat', 5.46875), ('Linda', 8.8125), ('wieder', 12.5625), ('eine', 5.0), ('rote', 0.58984375), ('Rose', 2.71875), ('vergeben', 14.28125), (',', 9.0), ('als', 8.4375), ('sie', 6.6875), ('zu', 10.125), ('einem', 3.546875), ('Date', 7.40625), ('verabredet', 19.65625), ('war', 3.84375), ('.', 0.91015625)]",14.28125
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose vergeben, als er zu einem Date verabredet war.",4,aii,bii,2,positive,15,vergeben,145.0,12.375,"[('Vor', 11.875), ('vier', 15.1875), ('Tagen', 11.3125), ('hat', 5.46875), ('Karl', 0.466796875), ('wieder', 12.375), ('eine', 4.25), ('rote', 0.216796875), ('Rose', 3.421875), ('vergeben', 16.125), (',', 7.625), ('als', 9.5625), ('er', 2.5), ('zu', 10.25), ('einem', 2.703125), ('Date', 7.6875), ('verabredet', 19.6875), ('war', 3.40625), ('.', 1.03125)]",16.125
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,ai,bi,1,positive,16,empfangen,167.0,13.5,"[('Vor', 10.0), ('einer', 13.4375), ('Woche', 4.84375), ('hat', 4.6875), ('Greta', 15.375), ('wieder', 13.5), ('einen', 6.0625), ('langen', 2.71875), ('Brief', 9.0), ('empfangen', 28.75), (',', 9.625), ('weil', 5.5), ('sie', 4.0625), ('auf', 8.0), ('eine', 3.953125), ('Anzeige', 9.9375), ('geantwortet', 15.609375), ('hat', 0.0155029296875), ('.', 1.484375)]",28.75
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,ai,bi,2,neutral,16,empfangen,164.0,11.25,"[('Vor', 10.0), ('einer', 13.4375), ('Woche', 4.84375), ('hat', 4.6875), ('Linda', 11.0625), ('wieder', 11.25), ('einen', 7.375), ('langen', 5.40625), ('Brief', 9.375), ('empfangen', 27.1875), (',', 9.125), ('weil', 6.09375), ('sie', 3.984375), ('auf', 7.9375), ('eine', 4.71875), ('Anzeige', 9.125), ('geantwortet', 16.25), ('hat', 0.023193359375), ('.', 1.96875)]",27.1875
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,ai,bii,1,neutral,17,verfasst,161.0,13.5,"[('Vor', 10.0), ('einer', 13.4375), ('Woche', 4.84375), ('hat', 4.6875), ('Greta', 15.375), ('wieder', 13.5), ('einen', 6.0625), ('langen', 2.71875), ('Brief', 9.0), ('verfasst', 26.125), (',', 7.625), ('weil', 5.6875), ('sie', 3.296875), ('auf', 8.3125), ('eine', 3.765625), ('Anzeige', 10.125), ('geantwortet', 13.796875), ('hat', 0.0155029296875), ('.', 2.34375)]",26.125
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,ai,bii,2,positive,17,verfasst,161.0,11.25,"[('Vor', 10.0), ('einer', 13.4375), ('Woche', 4.84375), ('hat', 4.6875), ('Linda', 11.0625), ('wieder', 11.25), ('einen', 7.375), ('langen', 5.40625), ('Brief', 9.375), ('verfasst', 25.75), (',', 7.75), ('weil', 6.59375), ('sie', 3.5), ('auf', 8.125), ('eine', 4.15625), ('Anzeige', 9.625), ('geantwortet', 14.9375), ('hat', 0.0155029296875), ('.', 2.71875)]",25.75
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,aii,bi,1,neutral,18,empfangen,171.0,13.0,"[('Vor', 10.0), ('einer', 13.0625), ('Woche', 5.4375), ('hat', 5.375), ('Greta', 15.5625), ('wieder', 13.0), ('einen', 7.03125), ('langen', 6.125), ('Brief', 8.5), ('empfangen', 26.9375), (',', 9.8125), ('weil', 6.125), ('sie', 3.0625), ('auf', 8.5), ('eine', 4.4375), ('Anzeige', 11.125), ('geantwortet', 15.03125), ('hat', 0.03076171875), ('.', 1.734375)]",26.9375
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,aii,bi,2,positive,18,empfangen,170.0,12.5,"[('Vor', 10.0), ('einer', 13.0625), ('Woche', 5.4375), ('hat', 5.375), ('Linda', 13.9375), ('wieder', 12.5), ('einen', 8.0625), ('langen', 7.46875), ('Brief', 6.375), ('empfangen', 25.75), (',', 9.8125), ('weil', 6.46875), ('sie', 4.5625), ('auf', 8.3125), ('eine', 4.9375), ('Anzeige', 10.25), ('geantwortet', 15.328125), ('hat', 0.03076171875), ('.', 2.0)]",25.75
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,aii,bii,1,positive,19,verfasst,169.0,13.0,"[('Vor', 10.0), ('einer', 13.0625), ('Woche', 5.4375), ('hat', 5.375), ('Greta', 15.5625), ('wieder', 13.0), ('einen', 7.03125), ('langen', 6.125), ('Brief', 8.5), ('verfasst', 26.1875), (',', 9.3125), ('weil', 7.09375), ('sie', 3.046875), ('auf', 8.625), ('eine', 4.59375), ('Anzeige', 11.1875), ('geantwortet', 13.515625), ('hat', 0.03076171875), ('.', 1.75)]",26.1875
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,aii,bii,2,neutral,19,verfasst,166.0,12.5,"[('Vor', 10.0), ('einer', 13.0625), ('Woche', 5.4375), ('hat', 5.375), ('Linda', 13.9375), ('wieder', 12.5), ('einen', 8.0625), ('langen', 7.46875), ('Brief', 6.375), ('verfasst', 25.9375), (',', 8.4375), ('weil', 7.25), ('sie', 4.0), ('auf', 8.9375), ('eine', 4.6875), ('Anzeige', 9.9375), ('geantwortet', 12.234375), ('hat', 0.03076171875), ('.', 2.296875)]",25.9375
