premises,target_sentence,item_id,context,target,brace,condition,task_id,critical,sentence_surprisal,wieder_surprisal,word_surprisal,critical_surprisal
Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.",2,ai,bii,1,neutral,5,gemacht,77.0,4.78125,"[('Vor', 19.6640625), ('einer', 3.46875), ('Woche', 0.1318359375), ('hat', 0.451171875), ('Timo', 5.4833984375), ('wieder', 4.78125), ('ein', 2.078125), ('schönes', 1.609375), ('Geschenk', 0.142333984375), ('gemacht', 3.21875), (',', 2.8125), ('weil', 2.78125), ('er', 1.9296875), ('bei', 6.3125), ('einer', 3.109375), ('Wichtelaktion', 14.25390625), ('mitgemacht', 3.9373779296875), ('hat', 0.03076171875), ('.', 0.93359375)]",3.21875
Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.",2,ai,bii,2,positive,5,gemacht,72.0,5.625,"[('Vor', 19.6640625), ('einer', 3.46875), ('Woche', 0.1318359375), ('hat', 0.451171875), ('Linda', 1.890625), ('wieder', 5.625), ('ein', 1.25), ('schönes', 1.0859375), ('Geschenk', 0.0986328125), ('gemacht', 3.5), (',', 2.84375), ('weil', 3.546875), ('sie', 1.46875), ('bei', 6.0625), ('einer', 2.21875), ('Wichtelaktion', 14.54296875), ('mitgemacht', 3.273406982421875), ('hat', 0.023193359375), ('.', 0.99609375)]",3.5
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.",2,aii,bi,1,neutral,6,empfangen,78.0,5.84375,"[('Vor', 19.49609375), ('einer', 3.65625), ('Woche', 0.1982421875), ('hat', 0.4453125), ('Timo', 1.4139404296875), ('wieder', 5.84375), ('ein', 1.375), ('schönes', 1.1796875), ('Geschenk', 0.113525390625), ('empfangen', 9.34326171875), (',', 3.78125), ('weil', 3.015625), ('er', 1.046875), ('bei', 5.3125), ('einer', 2.125), ('Wichtelaktion', 14.18359375), ('mitgemacht', 4.311767578125), ('hat', 0.023193359375), ('.', 1.1953125)]",9.34326171875
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.",2,aii,bi,2,positive,6,empfangen,81.0,5.1875,"[('Vor', 19.49609375), ('einer', 3.65625), ('Woche', 0.1982421875), ('hat', 0.4453125), ('Linda', 4.21875), ('wieder', 5.1875), ('ein', 1.4765625), ('schönes', 1.359375), ('Geschenk', 0.12744140625), ('empfangen', 9.09326171875), (',', 3.515625), ('weil', 3.4375), ('sie', 1.1171875), ('bei', 5.65625), ('einer', 1.96875), ('Wichtelaktion', 13.94921875), ('mitgemacht', 4.5771484375), ('hat', 0.03076171875), ('.', 1.2421875)]",9.09326171875
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.",2,aii,bii,1,positive,7,gemacht,72.5,5.84375,"[('Vor', 19.49609375), ('einer', 3.65625), ('Woche', 0.1982421875), ('hat', 0.4453125), ('Timo', 1.4139404296875), ('wieder', 5.84375), ('ein', 1.375), ('schönes', 1.1796875), ('Geschenk', 0.113525390625), ('gemacht', 3.6875), (',', 3.4375), ('weil', 2.96875), ('er', 1.40625), ('bei', 6.125), ('einer', 2.46875), ('Wichtelaktion', 14.3046875), ('mitgemacht', 3.398406982421875), ('hat', 0.023193359375), ('.', 1.1171875)]",3.6875
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.",2,aii,bii,2,neutral,7,gemacht,75.0,5.1875,"[('Vor', 19.49609375), ('einer', 3.65625), ('Woche', 0.1982421875), ('hat', 0.4453125), ('Linda', 4.21875), ('wieder', 5.1875), ('ein', 1.4765625), ('schönes', 1.359375), ('Geschenk', 0.12744140625), ('gemacht', 3.375), (',', 3.0625), ('weil', 2.96875), ('sie', 1.4921875), ('bei', 6.375), ('einer', 2.609375), ('Wichtelaktion', 14.109375), ('mitgemacht', 3.8045654296875), ('hat', 0.03076171875), ('.', 1.0234375)]",3.375
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gehört, als sie bei einer Freundin daheim war.",3,ai,bi,1,neutral,8,gehört,69.5,6.0625,"[('Vor', 19.40625), ('drei', 3.34375), ('Wochen', 2.78125), ('hat', 0.76171875), ('Linda', 2.09375), ('wieder', 6.0625), ('ein', 1.6015625), ('selbstgeschriebenes', 1.625457763671875), ('Lied', 0.023193359375), ('gehört', 7.4375), (',', 1.8359375), ('als', 3.03125), ('sie', 0.54296875), ('bei', 2.59375), ('einer', 2.359375), ('Freundin', 3.726531982421875), ('daheim', 9.0), ('war', 0.390625), ('.', 0.81640625)]",7.4375
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gehört, als er bei einer Freundin daheim war.",3,ai,bi,2,positive,8,gehört,73.5,5.25,"[('Vor', 19.40625), ('drei', 3.34375), ('Wochen', 2.78125), ('hat', 0.76171875), ('Thorsten', 4.789031982421875), ('wieder', 5.25), ('ein', 2.140625), ('selbstgeschriebenes', 2.639617919921875), ('Lied', 0.038330078125), ('gehört', 5.8125), (',', 1.7890625), ('als', 2.984375), ('er', 0.96484375), ('bei', 3.140625), ('einer', 3.21875), ('Freundin', 4.5155029296875), ('daheim', 8.65625), ('war', 0.39453125), ('.', 0.90234375)]",5.8125
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gesungen, als sie bei einer Freundin daheim war.",3,ai,bii,1,positive,9,gesungen,69.0,6.0625,"[('Vor', 19.40625), ('drei', 3.34375), ('Wochen', 2.78125), ('hat', 0.76171875), ('Linda', 2.09375), ('wieder', 6.0625), ('ein', 1.6015625), ('selbstgeschriebenes', 1.625457763671875), ('Lied', 0.023193359375), ('gesungen', 2.123046875), (',', 2.984375), ('als', 4.40625), ('sie', 0.73828125), ('bei', 2.328125), ('einer', 2.421875), ('Freundin', 6.179443359375), ('daheim', 8.96875), ('war', 0.6171875), ('.', 0.76171875)]",2.123046875
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gesungen, als er bei einer Freundin daheim war.",3,ai,bii,2,neutral,9,gesungen,74.0,5.25,"[('Vor', 19.40625), ('drei', 3.34375), ('Wochen', 2.78125), ('hat', 0.76171875), ('Thorsten', 4.789031982421875), ('wieder', 5.25), ('ein', 2.140625), ('selbstgeschriebenes', 2.639617919921875), ('Lied', 0.038330078125), ('gesungen', 1.8271484375), (',', 2.875), ('als', 4.3125), ('er', 1.4765625), ('bei', 2.734375), ('einer', 2.90625), ('Freundin', 6.55322265625), ('daheim', 8.7734375), ('war', 0.71484375), ('.', 0.84375)]",1.8271484375
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gehört, als sie bei einer Freundin daheim war.",3,aii,bi,1,positive,10,gehört,71.0,5.0,"[('Vor', 19.07421875), ('drei', 3.53125), ('Wochen', 2.765625), ('hat', 0.9296875), ('Linda', 4.4375), ('wieder', 5.0), ('ein', 1.84375), ('selbstgeschriebenes', 2.38763427734375), ('Lied', 0.03076171875), ('gehört', 6.46875), (',', 1.671875), ('als', 3.65625), ('sie', 0.75390625), ('bei', 2.609375), ('einer', 2.578125), ('Freundin', 3.5623779296875), ('daheim', 8.734375), ('war', 0.431640625), ('.', 0.640625)]",6.46875
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gehört, als er bei einer Freundin daheim war.",3,aii,bi,2,neutral,10,gehört,70.5,5.875,"[('Vor', 19.07421875), ('drei', 3.53125), ('Wochen', 2.765625), ('hat', 0.9296875), ('Thorsten', 2.195281982421875), ('wieder', 5.875), ('ein', 1.71875), ('selbstgeschriebenes', 1.98040771484375), ('Lied', 0.023193359375), ('gehört', 6.90625), (',', 1.796875), ('als', 3.4375), ('er', 0.57421875), ('bei', 2.890625), ('einer', 2.921875), ('Freundin', 3.570281982421875), ('daheim', 9.015625), ('war', 0.41015625), ('.', 0.84375)]",6.90625
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gesungen, als sie bei einer Freundin daheim war.",3,aii,bii,1,neutral,11,gesungen,71.0,5.0,"[('Vor', 19.07421875), ('drei', 3.53125), ('Wochen', 2.765625), ('hat', 0.9296875), ('Linda', 4.4375), ('wieder', 5.0), ('ein', 1.84375), ('selbstgeschriebenes', 2.38763427734375), ('Lied', 0.03076171875), ('gesungen', 1.9267578125), (',', 2.3125), ('als', 4.9375), ('sie', 0.98828125), ('bei', 2.640625), ('einer', 2.484375), ('Freundin', 5.46826171875), ('daheim', 8.90625), ('war', 0.65625), ('.', 0.69140625)]",1.9267578125
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gesungen, als er bei einer Freundin daheim war.",3,aii,bii,2,positive,11,gesungen,70.5,5.875,"[('Vor', 19.07421875), ('drei', 3.53125), ('Wochen', 2.765625), ('hat', 0.9296875), ('Thorsten', 2.195281982421875), ('wieder', 5.875), ('ein', 1.71875), ('selbstgeschriebenes', 1.98040771484375), ('Lied', 0.023193359375), ('gesungen', 2.0048828125), (',', 2.65625), ('als', 4.9375), ('er', 1.171875), ('bei', 2.8125), ('einer', 2.859375), ('Freundin', 5.43701171875), ('daheim', 9.265625), ('war', 0.65625), ('.', 0.77734375)]",2.0048828125
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose bekommen, als sie zu einem Date verabredet war.",4,ai,bi,1,neutral,12,bekommen,65.5,8.625,"[('Vor', 18.83251953125), ('vier', 4.84375), ('Tagen', 1.6015625), ('hat', 0.5), ('Linda', 0.6796875), ('wieder', 8.625), ('eine', 1.0078125), ('rote', 0.345703125), ('Rose', 0.007781982421875), ('bekommen', 1.515625), (',', 4.65625), ('als', 4.34375), ('sie', 1.484375), ('zu', 3.71875), ('einem', 3.25), ('Date', 4.0625), ('verabredet', 4.8740234375), ('war', 0.060546875), ('.', 1.3359375)]",1.515625
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose bekommen, als er zu einem Date verabredet war.",4,ai,bi,2,positive,12,bekommen,71.0,6.875,"[('Vor', 18.83251953125), ('vier', 4.84375), ('Tagen', 1.6015625), ('hat', 0.5), ('Karl', 4.6875), ('wieder', 6.875), ('eine', 1.6953125), ('rote', 0.73046875), ('Rose', 0.007781982421875), ('bekommen', 2.15625), (',', 4.6875), ('als', 4.25), ('er', 1.6953125), ('zu', 3.59375), ('einem', 4.1875), ('Date', 4.1875), ('verabredet', 5.116455078125), ('war', 0.05322265625), ('.', 1.3203125)]",2.15625
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.",4,ai,bii,1,positive,13,vergeben,76.0,8.625,"[('Vor', 18.83251953125), ('vier', 4.84375), ('Tagen', 1.6015625), ('hat', 0.5), ('Linda', 0.6796875), ('wieder', 8.625), ('eine', 1.0078125), ('rote', 0.345703125), ('Rose', 0.007781982421875), ('vergeben', 12.53125), (',', 4.25), ('als', 3.9375), ('sie', 1.03125), ('zu', 4.625), ('einem', 2.578125), ('Date', 3.859375), ('verabredet', 5.154510498046875), ('war', 0.0458984375), ('.', 1.3828125)]",12.53125
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose vergeben, als er zu einem Date verabredet war.",4,ai,bii,2,neutral,13,vergeben,80.5,6.875,"[('Vor', 18.83251953125), ('vier', 4.84375), ('Tagen', 1.6015625), ('hat', 0.5), ('Karl', 4.6875), ('wieder', 6.875), ('eine', 1.6953125), ('rote', 0.73046875), ('Rose', 0.007781982421875), ('vergeben', 11.6875), (',', 4.375), ('als', 3.953125), ('er', 1.390625), ('zu', 4.6875), ('einem', 3.375), ('Date', 4.125), ('verabredet', 5.381591796875), ('war', 0.0458984375), ('.', 1.484375)]",11.6875
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose bekommen, als sie zu einem Date verabredet war.",4,aii,bi,1,positive,14,bekommen,68.0,7.9375,"[('Vor', 19.06787109375), ('vier', 4.9375), ('Tagen', 1.5), ('hat', 0.53515625), ('Linda', 2.796875), ('wieder', 7.9375), ('eine', 1.390625), ('rote', 0.5078125), ('Rose', 0.007781982421875), ('bekommen', 1.15625), (',', 4.46875), ('als', 4.1875), ('sie', 1.4296875), ('zu', 3.90625), ('einem', 3.859375), ('Date', 4.0), ('verabredet', 5.006805419921875), ('war', 0.060546875), ('.', 1.328125)]",1.15625
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose bekommen, als er zu einem Date verabredet war.",4,aii,bi,2,neutral,14,bekommen,69.5,8.6875,"[('Vor', 19.06787109375), ('vier', 4.9375), ('Tagen', 1.5), ('hat', 0.53515625), ('Karl', 0.921875), ('wieder', 8.6875), ('eine', 1.25), ('rote', 0.515625), ('Rose', 0.007781982421875), ('bekommen', 2.859375), (',', 4.46875), ('als', 4.25), ('er', 1.8828125), ('zu', 3.78125), ('einem', 4.28125), ('Date', 4.0625), ('verabredet', 4.9913330078125), ('war', 0.0458984375), ('.', 1.390625)]",2.859375
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.",4,aii,bii,1,neutral,15,vergeben,78.5,7.9375,"[('Vor', 19.06787109375), ('vier', 4.9375), ('Tagen', 1.5), ('hat', 0.53515625), ('Linda', 2.796875), ('wieder', 7.9375), ('eine', 1.390625), ('rote', 0.5078125), ('Rose', 0.007781982421875), ('vergeben', 12.1875), (',', 4.0625), ('als', 3.78125), ('sie', 1.1796875), ('zu', 4.90625), ('einem', 3.03125), ('Date', 3.90625), ('verabredet', 5.318084716796875), ('war', 0.0458984375), ('.', 1.4453125)]",12.1875
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose vergeben, als er zu einem Date verabredet war.",4,aii,bii,2,positive,15,vergeben,78.0,8.6875,"[('Vor', 19.06787109375), ('vier', 4.9375), ('Tagen', 1.5), ('hat', 0.53515625), ('Karl', 0.921875), ('wieder', 8.6875), ('eine', 1.25), ('rote', 0.515625), ('Rose', 0.007781982421875), ('vergeben', 11.765625), (',', 4.15625), ('als', 4.0), ('er', 1.4140625), ('zu', 4.875), ('einem', 3.65625), ('Date', 3.890625), ('verabredet', 5.0927734375), ('war', 0.038330078125), ('.', 1.4765625)]",11.765625
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,ai,bi,1,positive,16,empfangen,68.0,5.875,"[('Vor', 18.4609375), ('einer', 2.875), ('Woche', 0.12451171875), ('hat', 0.216796875), ('Greta', 2.609375), ('wieder', 5.875), ('einen', 1.0390625), ('langen', 1.28125), ('Brief', 0.0155029296875), ('empfangen', 8.70306396484375), (',', 4.71875), ('weil', 3.3125), ('sie', 2.171875), ('auf', 4.03125), ('eine', 3.09375), ('Anzeige', 7.03125), ('geantwortet', 0.71484375), ('hat', 0.158203125), ('.', 1.4140625)]",8.70306396484375
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,ai,bi,2,neutral,16,empfangen,66.5,6.71875,"[('Vor', 18.4609375), ('einer', 2.875), ('Woche', 0.12451171875), ('hat', 0.216796875), ('Linda', 1.609375), ('wieder', 6.71875), ('einen', 0.890625), ('langen', 0.8828125), ('Brief', 0.0155029296875), ('empfangen', 9.32806396484375), (',', 4.625), ('weil', 3.140625), ('sie', 2.0625), ('auf', 4.03125), ('eine', 2.75), ('Anzeige', 6.6796875), ('geantwortet', 0.68359375), ('hat', 0.1455078125), ('.', 1.390625)]",9.32806396484375
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,ai,bii,1,neutral,17,verfasst,68.5,5.875,"[('Vor', 18.4609375), ('einer', 2.875), ('Woche', 0.12451171875), ('hat', 0.216796875), ('Greta', 2.609375), ('wieder', 5.875), ('einen', 1.0390625), ('langen', 1.28125), ('Brief', 0.0155029296875), ('verfasst', 7.94775390625), (',', 4.96875), ('weil', 3.15625), ('sie', 0.55078125), ('auf', 5.0), ('eine', 2.65625), ('Anzeige', 9.109375), ('geantwortet', 1.1483154296875), ('hat', 0.10400390625), ('.', 1.375)]",7.94775390625
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,ai,bii,2,positive,17,verfasst,68.0,6.71875,"[('Vor', 18.4609375), ('einer', 2.875), ('Woche', 0.12451171875), ('hat', 0.216796875), ('Linda', 1.609375), ('wieder', 6.71875), ('einen', 0.890625), ('langen', 0.8828125), ('Brief', 0.0155029296875), ('verfasst', 8.52001953125), (',', 5.0625), ('weil', 3.09375), ('sie', 0.515625), ('auf', 5.0), ('eine', 2.25), ('Anzeige', 8.875), ('geantwortet', 1.117156982421875), ('hat', 0.10400390625), ('.', 1.4765625)]",8.52001953125
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,aii,bi,1,neutral,18,empfangen,67.0,7.1875,"[('Vor', 18.466796875), ('einer', 2.84375), ('Woche', 0.12451171875), ('hat', 0.283203125), ('Greta', 1.0625), ('wieder', 7.1875), ('einen', 1.03125), ('langen', 0.96875), ('Brief', 0.007781982421875), ('empfangen', 8.445281982421875), (',', 4.40625), ('weil', 3.46875), ('sie', 2.125), ('auf', 3.890625), ('eine', 2.875), ('Anzeige', 7.671875), ('geantwortet', 0.77734375), ('hat', 0.158203125), ('.', 1.359375)]",8.445281982421875
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,aii,bi,2,positive,18,empfangen,67.5,6.0,"[('Vor', 18.466796875), ('einer', 2.84375), ('Woche', 0.12451171875), ('hat', 0.283203125), ('Linda', 2.6875), ('wieder', 6.0), ('einen', 1.40625), ('langen', 1.125), ('Brief', 0.0155029296875), ('empfangen', 7.976531982421875), (',', 4.4375), ('weil', 3.328125), ('sie', 2.0625), ('auf', 4.0625), ('eine', 3.03125), ('Anzeige', 7.53125), ('geantwortet', 0.69140625), ('hat', 0.1787109375), ('.', 1.2734375)]",7.976531982421875
