premises,target_sentence,item_id,context,target,brace,condition,task_id,critical,sentence_surprisal,wieder_surprisal,word_surprisal,critical_surprisal
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.",2,aii,bii,1,positive,7,gemacht,133.0,8.9375,"[('Vor', 12.5625), ('einer', 10.9375), ('Woche', 6.40625), ('hat', 8.125), ('Timo', 1.0078125), ('wieder', 8.9375), ('ein', 0.890625), ('schönes', 3.453125), ('Geschenk', -0.0), ('gemacht', 17.75), (',', 1.28125), ('weil', 2.4375), ('er', 1.5078125), ('bei', 8.625), ('einer', 7.125), ('Wichtelaktion', 29.625), ('mitgemacht', 11.525390625), ('hat', 0.05322265625), ('.', 0.58984375)]",17.75
Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.,"Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.",2,aii,bii,2,neutral,7,gemacht,155.0,9.625,"[('Vor', 12.5625), ('einer', 10.9375), ('Woche', 6.40625), ('hat', 8.125), ('Linda', 14.4375), ('wieder', 9.625), ('ein', 1.0859375), ('schönes', 1.921875), ('Geschenk', -0.0), ('gemacht', 16.625), (',', 0.81640625), ('weil', 3.21875), ('sie', 1.8515625), ('bei', 8.6875), ('einer', 5.0625), ('Wichtelaktion', 30.96875), ('mitgemacht', 21.7578125), ('hat', 0.007781982421875), ('.', 1.171875)]",16.625
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gehört, als sie bei einer Freundin daheim war.",3,ai,bi,1,neutral,8,gehört,144.0,10.0625,"[('Vor', 9.6875), ('drei', 8.0), ('Wochen', 16.25), ('hat', 5.0), ('Linda', 8.4375), ('wieder', 10.0625), ('ein', 0.91796875), ('selbstgeschriebenes', 0.236572265625), ('Lied', -0.0), ('gehört', 14.625), (',', 1.4140625), ('als', 8.75), ('sie', 4.46875), ('bei', 8.125), ('einer', 6.25), ('Freundin', 4.46875), ('daheim', 33.375), ('war', 1.171875), ('.', 3.1875)]",14.625
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gehört, als er bei einer Freundin daheim war.",3,ai,bi,2,positive,8,gehört,159.0,9.875,"[('Vor', 9.6875), ('drei', 8.0), ('Wochen', 16.25), ('hat', 5.0), ('Thorsten', 17.6875), ('wieder', 9.875), ('ein', 1.5859375), ('selbstgeschriebenes', 0.054046630859375), ('Lied', -0.0), ('gehört', 14.4375), (',', 1.0625), ('als', 8.1875), ('er', 4.0), ('bei', 10.75), ('einer', 8.8125), ('Freundin', 7.1103515625), ('daheim', 32.0625), ('war', 0.2294921875), ('.', 3.796875)]",14.4375
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gesungen, als sie bei einer Freundin daheim war.",3,ai,bii,1,positive,9,gesungen,142.0,10.0625,"[('Vor', 9.6875), ('drei', 8.0), ('Wochen', 16.25), ('hat', 5.0), ('Linda', 8.4375), ('wieder', 10.0625), ('ein', 0.91796875), ('selbstgeschriebenes', 0.236572265625), ('Lied', -0.0), ('gesungen', 9.125), (',', 4.875), ('als', 7.6875), ('sie', 3.375), ('bei', 7.125), ('einer', 6.90625), ('Freundin', 5.625), ('daheim', 35.0), ('war', 0.08251953125), ('.', 3.453125)]",9.125
Letztes Jahr hat Linda Thorsten ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gesungen, als er bei einer Freundin daheim war.",3,ai,bii,2,neutral,9,gesungen,159.0,9.875,"[('Vor', 9.6875), ('drei', 8.0), ('Wochen', 16.25), ('hat', 5.0), ('Thorsten', 17.6875), ('wieder', 9.875), ('ein', 1.5859375), ('selbstgeschriebenes', 0.054046630859375), ('Lied', -0.0), ('gesungen', 9.375), (',', 6.125), ('als', 7.6875), ('er', 2.9375), ('bei', 9.625), ('einer', 9.5), ('Freundin', 6.80517578125), ('daheim', 35.5625), ('war', 0.0458984375), ('.', 3.25)]",9.375
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gehört, als sie bei einer Freundin daheim war.",3,aii,bi,1,positive,10,gehört,172.0,8.5,"[('Vor', 8.1875), ('drei', 7.53125), ('Wochen', 13.5625), ('hat', 6.75), ('Linda', 18.25), ('wieder', 8.5), ('ein', 3.96875), ('selbstgeschriebenes', 11.10546875), ('Lied', -0.0), ('gehört', 16.125), (',', 2.078125), ('als', 10.375), ('sie', 4.46875), ('bei', 10.875), ('einer', 7.1875), ('Freundin', 6.007781982421875), ('daheim', 33.5), ('war', 0.84765625), ('.', 2.8125)]",16.125
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gehört, als er bei einer Freundin daheim war.",3,aii,bi,2,neutral,10,gehört,156.0,6.53125,"[('Vor', 8.1875), ('drei', 7.53125), ('Wochen', 13.5625), ('hat', 6.75), ('Thorsten', 10.4375), ('wieder', 6.53125), ('ein', 3.21875), ('selbstgeschriebenes', 10.9765625), ('Lied', -0.0), ('gehört', 14.75), (',', 1.703125), ('als', 8.8125), ('er', 2.3125), ('bei', 9.0625), ('einer', 7.8125), ('Freundin', 8.31201171875), ('daheim', 33.4375), ('war', 0.0458984375), ('.', 2.859375)]",14.75
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Linda wieder ein selbstgeschriebenes Lied gesungen, als sie bei einer Freundin daheim war.",3,aii,bii,1,neutral,11,gesungen,168.0,8.5,"[('Vor', 8.1875), ('drei', 7.53125), ('Wochen', 13.5625), ('hat', 6.75), ('Linda', 18.25), ('wieder', 8.5), ('ein', 3.96875), ('selbstgeschriebenes', 11.10546875), ('Lied', -0.0), ('gesungen', 9.5), (',', 5.375), ('als', 10.3125), ('sie', 4.03125), ('bei', 7.0625), ('einer', 8.625), ('Freundin', 8.2626953125), ('daheim', 34.8125), ('war', 0.08251953125), ('.', 2.40625)]",9.5
Letztes Jahr hat Thorsten Linda ein selbstgeschriebenes Lied vorgesungen.,"Vor drei Wochen hat Thorsten wieder ein selbstgeschriebenes Lied gesungen, als er bei einer Freundin daheim war.",3,aii,bii,2,positive,11,gesungen,157.0,6.53125,"[('Vor', 8.1875), ('drei', 7.53125), ('Wochen', 13.5625), ('hat', 6.75), ('Thorsten', 10.4375), ('wieder', 6.53125), ('ein', 3.21875), ('selbstgeschriebenes', 10.9765625), ('Lied', -0.0), ('gesungen', 9.4375), (',', 5.125), ('als', 9.3125), ('er', 1.8828125), ('bei', 8.5625), ('einer', 9.125), ('Freundin', 9.21826171875), ('daheim', 35.5), ('war', 0.038330078125), ('.', 1.7890625)]",9.4375
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose bekommen, als sie zu einem Date verabredet war.",4,ai,bi,1,neutral,12,bekommen,165.0,13.125,"[('Vor', 16.25), ('vier', 18.125), ('Tagen', 14.0625), ('hat', 5.9375), ('Linda', 0.0966796875), ('wieder', 13.125), ('eine', 3.625), ('rote', 0.10400390625), ('Rose', 0.023193359375), ('bekommen', 14.875), (',', 3.3125), ('als', 9.6875), ('sie', 4.0625), ('zu', 6.0625), ('einem', 9.0), ('Date', 13.6875), ('verabredet', 29.6953125), ('war', 1.3203125), ('.', 1.6171875)]",14.875
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose bekommen, als er zu einem Date verabredet war.",4,ai,bi,2,positive,12,bekommen,178.0,7.875,"[('Vor', 16.25), ('vier', 18.125), ('Tagen', 14.0625), ('hat', 5.9375), ('Karl', 15.9375), ('wieder', 7.875), ('eine', 2.125), ('rote', 0.023193359375), ('Rose', -0.0), ('bekommen', 14.5625), (',', 2.765625), ('als', 8.1875), ('er', 3.46875), ('zu', 10.125), ('einem', 8.125), ('Date', 14.3125), ('verabredet', 34.765625), ('war', 0.294921875), ('.', 0.89453125)]",14.5625
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.",4,ai,bii,1,positive,13,vergeben,184.0,13.125,"[('Vor', 16.25), ('vier', 18.125), ('Tagen', 14.0625), ('hat', 5.9375), ('Linda', 0.0966796875), ('wieder', 13.125), ('eine', 3.625), ('rote', 0.10400390625), ('Rose', 0.023193359375), ('vergeben', 15.40625), (',', 5.875), ('als', 8.6875), ('sie', 5.1875), ('zu', 6.5), ('einem', 9.375), ('Date', 17.5), ('verabredet', 36.4873046875), ('war', 4.0), ('.', 3.65625)]",15.40625
Vorletzte Woche hat Linda Karl eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose vergeben, als er zu einem Date verabredet war.",4,ai,bii,2,neutral,13,vergeben,189.0,7.875,"[('Vor', 16.25), ('vier', 18.125), ('Tagen', 14.0625), ('hat', 5.9375), ('Karl', 15.9375), ('wieder', 7.875), ('eine', 2.125), ('rote', 0.023193359375), ('Rose', -0.0), ('vergeben', 15.1875), (',', 5.75), ('als', 8.6875), ('er', 6.78125), ('zu', 8.5625), ('einem', 8.25), ('Date', 15.625), ('verabredet', 33.06103515625), ('war', 2.46875), ('.', 3.796875)]",15.1875
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose bekommen, als sie zu einem Date verabredet war.",4,aii,bi,1,positive,14,bekommen,183.0,11.1875,"[('Vor', 16.0), ('vier', 15.625), ('Tagen', 12.1875), ('hat', 8.125), ('Linda', 13.375), ('wieder', 11.1875), ('eine', 3.25), ('rote', 0.11767578125), ('Rose', 0.2294921875), ('bekommen', 14.5625), (',', 2.796875), ('als', 8.125), ('sie', 5.1875), ('zu', 6.8125), ('einem', 9.8125), ('Date', 17.375), ('verabredet', 34.921875), ('war', 1.0625), ('.', 2.203125)]",14.5625
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose bekommen, als er zu einem Date verabredet war.",4,aii,bi,2,neutral,14,bekommen,170.0,8.6875,"[('Vor', 16.0), ('vier', 15.625), ('Tagen', 12.1875), ('hat', 8.125), ('Karl', 0.03076171875), ('wieder', 8.6875), ('eine', 2.75), ('rote', 0.023193359375), ('Rose', -0.0), ('bekommen', 15.125), (',', 2.96875), ('als', 8.0), ('er', 3.671875), ('zu', 11.375), ('einem', 8.25), ('Date', 15.625), ('verabredet', 38.1328125), ('war', 2.171875), ('.', 1.375)]",15.125
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Linda wieder eine rote Rose vergeben, als sie zu einem Date verabredet war.",4,aii,bii,1,neutral,15,vergeben,198.0,11.1875,"[('Vor', 16.0), ('vier', 15.625), ('Tagen', 12.1875), ('hat', 8.125), ('Linda', 13.375), ('wieder', 11.1875), ('eine', 3.25), ('rote', 0.11767578125), ('Rose', 0.2294921875), ('vergeben', 18.4375), (',', 4.03125), ('als', 8.75), ('sie', 7.625), ('zu', 9.125), ('einem', 11.75), ('Date', 18.875), ('verabredet', 34.060546875), ('war', 2.390625), ('.', 2.9375)]",18.4375
Vorletzte Woche hat Karl Linda eine rote Rose geschenkt.,"Vor vier Tagen hat Karl wieder eine rote Rose vergeben, als er zu einem Date verabredet war.",4,aii,bii,2,positive,15,vergeben,183.0,8.6875,"[('Vor', 16.0), ('vier', 15.625), ('Tagen', 12.1875), ('hat', 8.125), ('Karl', 0.03076171875), ('wieder', 8.6875), ('eine', 2.75), ('rote', 0.023193359375), ('Rose', -0.0), ('vergeben', 18.625), (',', 4.28125), ('als', 8.6875), ('er', 9.25), ('zu', 11.25), ('einem', 9.25), ('Date', 18.25), ('verabredet', 33.358642578125), ('war', 3.375), ('.', 3.59375)]",18.625
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,ai,bi,1,positive,16,empfangen,136.0,10.875,"[('Vor', 15.875), ('einer', 8.9375), ('Woche', 0.0155029296875), ('hat', 7.875), ('Greta', 14.4375), ('wieder', 10.875), ('einen', 3.0625), ('langen', 0.0155029296875), ('Brief', 5.0), ('empfangen', 28.875), (',', 3.90625), ('weil', 0.4609375), ('sie', 2.03125), ('auf', 8.125), ('eine', 0.341796875), ('Anzeige', 14.625), ('geantwortet', 10.4375), ('hat', 0.0458984375), ('.', 1.515625)]",28.875
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,ai,bi,2,neutral,16,empfangen,127.5,11.875,"[('Vor', 15.875), ('einer', 8.9375), ('Woche', 0.0155029296875), ('hat', 7.875), ('Linda', 0.0751953125), ('wieder', 11.875), ('einen', 3.5625), ('langen', 1.6875), ('Brief', 6.75), ('empfangen', 29.3125), (',', 4.40625), ('weil', 1.2578125), ('sie', 3.953125), ('auf', 8.4375), ('eine', 0.2109375), ('Anzeige', 13.9375), ('geantwortet', 7.40625), ('hat', 0.92578125), ('.', 0.76171875)]",29.3125
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,ai,bii,1,neutral,17,verfasst,135.0,10.875,"[('Vor', 15.875), ('einer', 8.9375), ('Woche', 0.0155029296875), ('hat', 7.875), ('Greta', 14.4375), ('wieder', 10.875), ('einen', 3.0625), ('langen', 0.0155029296875), ('Brief', 5.0), ('verfasst', 22.8125), (',', 3.5), ('weil', 2.5), ('sie', 1.4375), ('auf', 8.0625), ('eine', 1.859375), ('Anzeige', 15.4375), ('geantwortet', 10.3896484375), ('hat', 0.158203125), ('.', 2.25)]",22.8125
Vor drei Wochen hat Linda Greta einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,ai,bii,2,positive,17,verfasst,126.0,11.875,"[('Vor', 15.875), ('einer', 8.9375), ('Woche', 0.0155029296875), ('hat', 7.875), ('Linda', 0.0751953125), ('wieder', 11.875), ('einen', 3.5625), ('langen', 1.6875), ('Brief', 6.75), ('verfasst', 22.375), (',', 3.578125), ('weil', 3.875), ('sie', 0.96875), ('auf', 9.375), ('eine', 0.84375), ('Anzeige', 14.75), ('geantwortet', 11.935546875), ('hat', 0.08251953125), ('.', 1.6171875)]",22.375
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,aii,bi,1,neutral,18,empfangen,120.5,10.0,"[('Vor', 13.0625), ('einer', 6.59375), ('Woche', 0.038330078125), ('hat', 6.5), ('Greta', 0.2294921875), ('wieder', 10.0), ('einen', 3.28125), ('langen', 0.05322265625), ('Brief', 4.625), ('empfangen', 27.59375), (',', 5.0), ('weil', 2.0), ('sie', 2.96875), ('auf', 9.5), ('eine', 1.2578125), ('Anzeige', 14.5), ('geantwortet', 12.164031982421875), ('hat', 0.03076171875), ('.', 1.1953125)]",27.59375
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief empfangen, weil sie auf eine Anzeige geantwortet hat.",5,aii,bi,2,positive,18,empfangen,133.0,9.625,"[('Vor', 13.0625), ('einer', 6.59375), ('Woche', 0.038330078125), ('hat', 6.5), ('Linda', 13.25), ('wieder', 9.625), ('einen', 4.1875), ('langen', 1.6484375), ('Brief', 3.171875), ('empfangen', 27.53125), (',', 4.875), ('weil', 2.4375), ('sie', 2.75), ('auf', 9.6875), ('eine', 1.015625), ('Anzeige', 14.3125), ('geantwortet', 10.539031982421875), ('hat', 0.007781982421875), ('.', 2.0)]",27.53125
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Greta wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,aii,bii,1,positive,19,verfasst,109.5,10.0,"[('Vor', 13.0625), ('einer', 6.59375), ('Woche', 0.038330078125), ('hat', 6.5), ('Greta', 0.2294921875), ('wieder', 10.0), ('einen', 3.28125), ('langen', 0.05322265625), ('Brief', 4.625), ('verfasst', 19.34375), (',', 2.875), ('weil', 2.40625), ('sie', 2.078125), ('auf', 8.8125), ('eine', 0.9296875), ('Anzeige', 16.0), ('geantwortet', 11.4609375), ('hat', 0.038330078125), ('.', 1.2734375)]",19.34375
Vor drei Wochen hat Greta Linda einen langen Brief geschrieben.,"Vor einer Woche hat Linda wieder einen langen Brief verfasst, weil sie auf eine Anzeige geantwortet hat.",5,aii,bii,2,neutral,19,verfasst,125.5,9.625,"[('Vor', 13.0625), ('einer', 6.59375), ('Woche', 0.038330078125), ('hat', 6.5), ('Linda', 13.25), ('wieder', 9.625), ('einen', 4.1875), ('langen', 1.6484375), ('Brief', 3.171875), ('verfasst', 20.5625), (',', 3.25), ('weil', 3.28125), ('sie', 1.8515625), ('auf', 9.75), ('eine', 0.87109375), ('Anzeige', 15.8125), ('geantwortet', 10.20703125), ('hat', 0.007781982421875), ('.', 1.9375)]",20.5625
