id;premises;target_sentence;conclusion;gold_label;item_id;context;target;brace;condition;response_option;target_inferred;target_note;role_note;model_premise;model_conclusion;model;predicted_label;match;score_contradiction;score_neutral;score_entailment
1_ai_bii2_twice_pos;Letzte Woche hat Linda Judith eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Linda hat mindestens zweimal eine rosa Lampe besorgt.;entailment;1;ai;bii;2;positive;twice;False;;;Letzte Woche hat Linda Judith eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Linda hat mindestens zweimal eine rosa Lampe besorgt.;joeddav/xlm-roberta-large-xnli;entailment;1;0.00028103956719860435;0.00021734126494266093;0.9995015859603882
1_ai_bii2_cannot_say_pos;Letzte Woche hat Linda Judith eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Linda eine rosa Lampe besorgt hat.;unknown;1;ai;bii;2;positive;cannot say;False;;;Letzte Woche hat Linda Judith eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Linda eine rosa Lampe besorgt hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.3235982060432434;0.4754394590854645;0.20096230506896973
1_aii_bi1_once_neu;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Judith wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Judith hat einmal eine rosa Lampe erhalten.;entailment;1;aii;bi;1;neutral;once;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Judith wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Judith hat einmal eine rosa Lampe erhalten.;joeddav/xlm-roberta-large-xnli;entailment;1;0.001330367405898869;0.0004137966607231647;0.9982557892799377
1_aii_bi1_twice_neu;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Judith wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Judith hat mindestens zweimal eine rosa Lampe erhalten.;unknown;1;aii;bi;1;neutral;twice;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Judith wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Judith hat mindestens zweimal eine rosa Lampe erhalten.;joeddav/xlm-roberta-large-xnli;entailment;0;0.00031877015135250986;0.00024225376546382904;0.9994389414787292
1_aii_bi1_cannot_say_neu;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Judith wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Judith eine rosa Lampe erhalten hat.;unknown;1;aii;bi;1;neutral;cannot say;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Judith wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Judith eine rosa Lampe erhalten hat.;joeddav/xlm-roberta-large-xnli;entailment;0;0.02259705774486065;0.30184483528137207;0.6755580902099609
1_aii_bi2_once_pos;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Linda wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Linda hat einmal eine rosa Lampe erhalten.;unknown;1;aii;bi;2;positive;once;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Linda wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Linda hat einmal eine rosa Lampe erhalten.;joeddav/xlm-roberta-large-xnli;entailment;0;0.0014301140327006578;0.00044768318184651434;0.9981221556663513
1_aii_bi2_twice_pos;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Linda wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Linda hat mindestens zweimal eine rosa Lampe erhalten.;entailment;1;aii;bi;2;positive;twice;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Linda wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Linda hat mindestens zweimal eine rosa Lampe erhalten.;joeddav/xlm-roberta-large-xnli;entailment;1;0.00034476854489184916;0.00028447192744351923;0.9993707537651062
1_aii_bi2_cannot_say_pos;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Linda wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Linda eine rosa Lampe erhalten hat.;unknown;1;aii;bi;2;positive;cannot say;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Linda wieder eine rosa Lampe erhalten, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Linda eine rosa Lampe erhalten hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.01739886961877346;0.5314075946807861;0.45119354128837585
1_aii_bii1_once_pos;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Judith wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Judith hat einmal eine rosa Lampe besorgt.;unknown;1;aii;bii;1;positive;once;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Judith wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Judith hat einmal eine rosa Lampe besorgt.;joeddav/xlm-roberta-large-xnli;entailment;0;0.0009813951328396797;0.0002974428061861545;0.998721182346344
1_aii_bii1_twice_pos;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Judith wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Judith hat mindestens zweimal eine rosa Lampe besorgt.;entailment;1;aii;bii;1;positive;twice;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Judith wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Judith hat mindestens zweimal eine rosa Lampe besorgt.;joeddav/xlm-roberta-large-xnli;entailment;1;0.00027172002592124045;0.00021383432613220066;0.9995144605636597
1_aii_bii1_cannot_say_pos;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Judith wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Judith eine rosa Lampe besorgt hat.;unknown;1;aii;bii;1;positive;cannot say;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Judith wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Judith eine rosa Lampe besorgt hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.31786054372787476;0.4878411293029785;0.19429831206798553
1_aii_bii2_once_neu;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Linda hat einmal eine rosa Lampe besorgt.;entailment;1;aii;bii;2;neutral;once;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Linda hat einmal eine rosa Lampe besorgt.;joeddav/xlm-roberta-large-xnli;entailment;1;0.0009910527151077986;0.0003123983333352953;0.9986966252326965
1_aii_bii2_twice_neu;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Linda hat mindestens zweimal eine rosa Lampe besorgt.;unknown;1;aii;bii;2;neutral;twice;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Linda hat mindestens zweimal eine rosa Lampe besorgt.;joeddav/xlm-roberta-large-xnli;entailment;0;0.0002802489325404167;0.00022115075262263417;0.9994986057281494
1_aii_bii2_cannot_say_neu;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft.;Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Linda eine rosa Lampe besorgt hat.;unknown;1;aii;bii;2;neutral;cannot say;False;;;Letzte Woche hat Judith Linda eine rosa Lampe für ein Zimmer gekauft. Vor zwei Tagen hat Linda wieder eine rosa Lampe besorgt, als sie mit einer Freundin unterwegs war.;Es lässt sich nicht sagen, wie oft Linda eine rosa Lampe besorgt hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.25279131531715393;0.5639533996582031;0.18325529992580414
2_ai_bi1_once_pos;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat einmal ein schönes Geschenk empfangen.;unknown;2;ai;bi;1;positive;once;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat einmal ein schönes Geschenk empfangen.;joeddav/xlm-roberta-large-xnli;entailment;0;0.00045508876792155206;0.00023922763648442924;0.9993057250976562
2_ai_bi1_twice_pos;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat mindestens zweimal ein schönes Geschenk empfangen.;entailment;2;ai;bi;1;positive;twice;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat mindestens zweimal ein schönes Geschenk empfangen.;joeddav/xlm-roberta-large-xnli;entailment;1;0.0003597534087020904;0.0006357038510031998;0.9990045428276062
2_ai_bi1_cannot_say_pos;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Timo ein schönes Geschenk empfangen hat.;unknown;2;ai;bi;1;positive;cannot say;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Timo ein schönes Geschenk empfangen hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.005777317099273205;0.9603949189186096;0.033827781677246094
2_ai_bi2_once_neu;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat einmal ein schönes Geschenk empfangen.;entailment;2;ai;bi;2;neutral;once;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat einmal ein schönes Geschenk empfangen.;joeddav/xlm-roberta-large-xnli;entailment;1;0.00043809882481582463;0.0002354185562580824;0.9993264675140381
2_ai_bi2_twice_neu;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat mindestens zweimal ein schönes Geschenk empfangen.;unknown;2;ai;bi;2;neutral;twice;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat mindestens zweimal ein schönes Geschenk empfangen.;joeddav/xlm-roberta-large-xnli;entailment;0;0.00034685953869484365;0.000607044028583914;0.9990460276603699
2_ai_bi2_cannot_say_neu;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Linda ein schönes Geschenk empfangen hat.;unknown;2;ai;bi;2;neutral;cannot say;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Linda ein schönes Geschenk empfangen hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.007204877678304911;0.9554006457328796;0.03739443048834801
2_ai_bii1_once_neu;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat einmal ein schönes Geschenk gemacht.;entailment;2;ai;bii;1;neutral;once;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat einmal ein schönes Geschenk gemacht.;joeddav/xlm-roberta-large-xnli;entailment;1;0.0008332445868290961;0.0003258306242059916;0.9988409876823425
2_ai_bii1_twice_neu;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat mindestens zweimal ein schönes Geschenk gemacht.;unknown;2;ai;bii;1;neutral;twice;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat mindestens zweimal ein schönes Geschenk gemacht.;joeddav/xlm-roberta-large-xnli;entailment;0;0.00039071287028491497;0.0004910897114314139;0.9991181492805481
2_ai_bii1_cannot_say_neu;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Timo ein schönes Geschenk gemacht hat.;unknown;2;ai;bii;1;neutral;cannot say;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk gemacht, weil er bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Timo ein schönes Geschenk gemacht hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.02803615853190422;0.9364101886749268;0.035553619265556335
2_ai_bii2_once_pos;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat einmal ein schönes Geschenk gemacht.;unknown;2;ai;bii;2;positive;once;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat einmal ein schönes Geschenk gemacht.;joeddav/xlm-roberta-large-xnli;entailment;0;0.0006723749684169888;0.0003076698922086507;0.999019980430603
2_ai_bii2_twice_pos;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat mindestens zweimal ein schönes Geschenk gemacht.;entailment;2;ai;bii;2;positive;twice;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat mindestens zweimal ein schönes Geschenk gemacht.;joeddav/xlm-roberta-large-xnli;entailment;1;0.00037167101982049644;0.0004690755158662796;0.9991592168807983
2_ai_bii2_cannot_say_pos;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Linda ein schönes Geschenk gemacht hat.;unknown;2;ai;bii;2;positive;cannot say;False;;;Letztes Jahr hat Linda Timo ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Linda wieder ein schönes Geschenk gemacht, weil sie bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Linda ein schönes Geschenk gemacht hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.04798838496208191;0.8886077404022217;0.0634038969874382
2_aii_bi1_once_neu;Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat einmal ein schönes Geschenk empfangen.;entailment;2;aii;bi;1;neutral;once;False;;;Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat einmal ein schönes Geschenk empfangen.;joeddav/xlm-roberta-large-xnli;entailment;1;0.0004273720260243863;0.00023265414347406477;0.9993399977684021
2_aii_bi1_twice_neu;Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat mindestens zweimal ein schönes Geschenk empfangen.;unknown;2;aii;bi;1;neutral;twice;False;;;Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Timo hat mindestens zweimal ein schönes Geschenk empfangen.;joeddav/xlm-roberta-large-xnli;entailment;0;0.0003536512958817184;0.0006485051126219332;0.9989978671073914
2_aii_bi1_cannot_say_neu;Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Timo ein schönes Geschenk empfangen hat.;unknown;2;aii;bi;1;neutral;cannot say;False;;;Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Timo wieder ein schönes Geschenk empfangen, weil er bei einer Wichtelaktion mitgemacht hat.;Es lässt sich nicht sagen, wie oft Timo ein schönes Geschenk empfangen hat.;joeddav/xlm-roberta-large-xnli;neutral;1;0.006232697982341051;0.9615679383277893;0.032199397683143616
2_aii_bi2_once_pos;Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt.;Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat einmal ein schönes Geschenk empfangen.;unknown;2;aii;bi;2;positive;once;False;;;Letztes Jahr hat Timo Linda ein schönes Geschenk zum Geburtstag gebastelt. Vor einer Woche hat Linda wieder ein schönes Geschenk empfangen, weil sie bei einer Wichtelaktion mitgemacht hat.;Linda hat einmal ein schönes Geschenk empfangen.;joeddav/xlm-roberta-large-xnli;entailment;0;0.00046757375821471214;0.00024935411056503654;0.9992831349372864
